requirement_id,domain,level,impl_file,impl_symbol,impl_line,test_file,test_function,gate
OFFLINE-SERVER-001,policy,L3,conformance/harness_test.go,checkOfflineServerProfileContract,3421,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-SERVER-001,CONFORMANCE
OFFLINE-RECOVERY-001,policy,L1,cmd/jcs-offline-replay/server_evidence.go,newServerEvidenceRuntime,334,cmd/jcs-offline-replay/conformance_additional_test.go,TestNewServerEvidenceRuntimeSuccess,TEST
OFFLINE-RECOVERY-001,policy,L3,conformance/harness_test.go,checkOfflineServerRunRecordRecoveryAnchor,3093,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-RECOVERY-001,CONFORMANCE
OFFLINE-RECOVERY-002,policy,L1,cmd/jcs-offline-replay/server_cleanup.go,runServerCleanup,26,cmd/jcs-offline-replay/server_orchestration_test.go,TestRunServerCleanupIdempotentAfterSuccessfulDestroy,TEST
OFFLINE-RECOVERY-002,policy,L3,conformance/harness_test.go,checkOfflineServerCleanupRecoveryPath,3107,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-RECOVERY-002,CONFORMANCE
AWS-RELEASE-001,policy,L3,conformance/harness_test.go,checkOfflineServerProfileContract,3421,conformance/harness_test.go,TestConformanceRequirements/AWS-RELEASE-001,CONFORMANCE
AWS-AMI-001,policy,L3,conformance/harness_test.go,checkOfficialAWSHostCatalogContract,3159,conformance/harness_test.go,TestConformanceRequirements/AWS-AMI-001,CONFORMANCE
AWS-NET-001,policy,L3,conformance/harness_test.go,checkOfficialAWSNoPublicIPs,3246,conformance/harness_test.go,TestConformanceRequirements/AWS-NET-001,CONFORMANCE
AWS-NET-002,policy,L3,conformance/harness_test.go,checkOfficialAWSNoInternetEgressPath,3252,conformance/harness_test.go,TestConformanceRequirements/AWS-NET-002,CONFORMANCE
AWS-NET-003,policy,L3,conformance/harness_test.go,checkOfficialAWSEndpointOnlyReachability,3266,conformance/harness_test.go,TestConformanceRequirements/AWS-NET-003,CONFORMANCE
AWS-OUTPUT-001,policy,L3,conformance/harness_test.go,checkOfficialAWSInfraOutputContract,3230,conformance/harness_test.go,TestConformanceRequirements/AWS-OUTPUT-001,CONFORMANCE
AWS-STATE-001,policy,L3,conformance/harness_test.go,checkOfficialAWSRemoteStateOnlyWrapper,3280,conformance/harness_test.go,TestConformanceRequirements/AWS-STATE-001,CONFORMANCE
AWS-STATE-002,policy,L3,conformance/harness_test.go,checkOfficialAWSRemoteBackendCoordinatesRequired,3290,conformance/harness_test.go,TestConformanceRequirements/AWS-STATE-002,CONFORMANCE
AWS-STAGING-001,policy,L3,conformance/harness_test.go,checkOfficialAWSStagingBucketSSE,3298,conformance/harness_test.go,TestConformanceRequirements/AWS-STAGING-001,CONFORMANCE
AWS-STAGING-002,policy,L3,conformance/harness_test.go,checkOfficialAWSStagingBucketVersioning,3305,conformance/harness_test.go,TestConformanceRequirements/AWS-STAGING-002,CONFORMANCE
AWS-STAGING-003,policy,L3,conformance/harness_test.go,checkOfficialAWSStagingBucketPublicAccessBlock,3312,conformance/harness_test.go,TestConformanceRequirements/AWS-STAGING-003,CONFORMANCE
AWS-STAGING-004,policy,L3,conformance/harness_test.go,checkOfficialAWSStagingBucketOwnershipControls,3326,conformance/harness_test.go,TestConformanceRequirements/AWS-STAGING-004,CONFORMANCE
AWS-STAGING-005,policy,L3,conformance/harness_test.go,checkOfficialAWSStagingBucketTLSPolicy,3333,conformance/harness_test.go,TestConformanceRequirements/AWS-STAGING-005,CONFORMANCE
AWS-STAGING-006,policy,L1,cmd/jcs-offline-replay/server_aws.go,deleteStagingBucket,203,cmd/jcs-offline-replay/server_orchestration_test.go,TestRunServerCleanupSucceedsWithoutEvidenceArtifacts,TEST
AWS-STAGING-006,policy,L3,conformance/harness_test.go,checkOfficialAWSStagingBucketVersionAwareDelete,3339,conformance/harness_test.go,TestConformanceRequirements/AWS-STAGING-006,CONFORMANCE
AWS-TOOLCHAIN-001,policy,L3,conformance/harness_test.go,checkOfficialAWSToolchainContract,3126,conformance/harness_test.go,TestConformanceRequirements/AWS-TOOLCHAIN-001,CONFORMANCE
AWS-ATTEST-001,policy,L1,cmd/jcs-offline-replay/server_attestation.go,verifyTransportAttestation,73,cmd/jcs-offline-replay/server_attestation_test.go,TestVerifyTransportAttestation,TEST
AWS-ATTEST-001,policy,L3,conformance/harness_test.go,checkOfficialAWSTransportAttestationVerification,3351,conformance/harness_test.go,TestConformanceRequirements/AWS-ATTEST-001,CONFORMANCE
AWS-ATTEST-002,policy,L1,cmd/jcs-offline-replay/server_attestation.go,verifyAWSInstanceIdentity,135,cmd/jcs-offline-replay/server_attestation_test.go,TestVerifyAWSInstanceIdentity,TEST
AWS-ATTEST-002,policy,L3,conformance/harness_test.go,checkOfficialAWSIIDCertificateVerification,3361,conformance/harness_test.go,TestConformanceRequirements/AWS-ATTEST-002,CONFORMANCE
AWS-ATTEST-003,policy,L1,cmd/jcs-offline-replay/server_attestation.go,verifyAWSInstanceIdentity,135,cmd/jcs-offline-replay/server_attestation_test.go,TestVerifyAWSInstanceIdentity,TEST
AWS-ATTEST-003,policy,L3,conformance/harness_test.go,checkOfficialAWSUnsupportedAttestationRegionFailsClosed,3368,conformance/harness_test.go,TestConformanceRequirements/AWS-ATTEST-003,CONFORMANCE
AWS-ATTEST-004,policy,L3,conformance/harness_test.go,checkOfficialAWSAttestationRegionDocs,3374,conformance/harness_test.go,TestConformanceRequirements/AWS-ATTEST-004,CONFORMANCE
AWS-GATE-001,policy,L3,conformance/harness_test.go,checkOfflineReleaseGatePolicy,2913,conformance/harness_test.go,TestConformanceRequirements/AWS-GATE-001,CONFORMANCE
AWS-XARCH-001,policy,L1,cmd/jcs-offline-replay/server_evidence.go,runCrossArchComparison,512,cmd/jcs-offline-replay/server_orchestration_test.go,TestRunCrossArchComparisonMarksFailureOnMismatch,TEST
AWS-XARCH-001,policy,L3,conformance/harness_test.go,checkOfficialAWSCrossArchDigestComparison,3387,conformance/harness_test.go,TestConformanceRequirements/AWS-XARCH-001,CONFORMANCE
AWS-XARCH-002,policy,L3,conformance/harness_test.go,checkOfficialAWSCrossArchJSONReport,3394,conformance/harness_test.go,TestConformanceRequirements/AWS-XARCH-002,CONFORMANCE
AWS-XARCH-003,policy,L3,conformance/harness_test.go,checkOfficialAWSCrossArchMarkdownReport,3403,conformance/harness_test.go,TestConformanceRequirements/AWS-XARCH-003,CONFORMANCE
AWS-XARCH-004,policy,L1,cmd/jcs-offline-replay/server_evidence.go,runCrossArchComparison,512,cmd/jcs-offline-replay/server_orchestration_test.go,TestRunCrossArchComparisonMarksFailureOnMismatch,TEST
AWS-XARCH-004,policy,L3,conformance/harness_test.go,checkOfficialAWSCrossArchMismatchFailsClosed,3412,conformance/harness_test.go,TestConformanceRequirements/AWS-XARCH-004,CONFORMANCE
DET-IDEMPOTENT-001,policy,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/DET-IDEMPOTENT-001,CONFORMANCE
DET-NOSOURCE-001,policy,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/DET-NOSOURCE-001,CONFORMANCE
DET-REPLAY-001,policy,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/DET-REPLAY-001,CONFORMANCE
DET-STATIC-001,policy,L3,cmd/jcs-canon/main.go,main,29,conformance/harness_test.go,TestConformanceRequirements/DET-STATIC-001,CONFORMANCE
ECMA-FMT-001,normative,L1,jcsfloat/jcsfloat.go,FormatDouble,38,jcsfloat/jcsfloat_test.go,TestFormatDouble_ECMA_FMT_001,TEST
ECMA-FMT-001,normative,L3,jcsfloat/jcsfloat.go,FormatDouble,38,conformance/harness_test.go,TestConformanceRequirements/ECMA-FMT-001,CONFORMANCE
ECMA-FMT-002,normative,L1,jcs/serialize.go,serializeNumber,100,jcs/serialize_test.go,TestSerializeNegativeZero,TEST
ECMA-FMT-002,normative,L1,jcsfloat/jcsfloat.go,FormatDouble,38,jcsfloat/jcsfloat_test.go,TestFormatDouble_ECMA_FMT_002,TEST
ECMA-FMT-002,normative,L3,jcsfloat/jcsfloat.go,FormatDouble,38,conformance/harness_test.go,TestConformanceRequirements/ECMA-FMT-002,CONFORMANCE
ECMA-FMT-003,normative,L1,jcs/serialize.go,validateValueTree,347,jcs/serialize_test.go,TestSerializeRejectsNonFiniteNumber,TEST
ECMA-FMT-003,normative,L1,jcsfloat/jcsfloat.go,FormatDouble,38,jcsfloat/jcsfloat_test.go,TestFormatDouble_ECMA_FMT_003,TEST
ECMA-FMT-003,normative,L3,jcsfloat/jcsfloat.go,FormatDouble,38,conformance/harness_test.go,TestConformanceRequirements/ECMA-FMT-003,CONFORMANCE
ECMA-FMT-004,normative,L1,jcsfloat/jcsfloat.go,FormatDouble,38,jcsfloat/jcsfloat_test.go,TestFormatDouble_ECMA_FMT_004,TEST
ECMA-FMT-004,normative,L3,jcsfloat/jcsfloat.go,FormatDouble,38,conformance/harness_test.go,TestConformanceRequirements/ECMA-FMT-004,CONFORMANCE
ECMA-FMT-005,normative,L1,jcsfloat/jcsfloat.go,FormatDouble,38,jcsfloat/jcsfloat_test.go,TestFormatDouble_ECMA_FMT_005,TEST
ECMA-FMT-005,normative,L3,jcsfloat/jcsfloat.go,FormatDouble,38,conformance/harness_test.go,TestConformanceRequirements/ECMA-FMT-005,CONFORMANCE
ECMA-FMT-006,normative,L1,jcsfloat/jcsfloat.go,FormatDouble,38,jcsfloat/jcsfloat_test.go,TestFormatDouble_ECMA_FMT_006,TEST
ECMA-FMT-006,normative,L3,jcsfloat/jcsfloat.go,FormatDouble,38,conformance/harness_test.go,TestConformanceRequirements/ECMA-FMT-006,CONFORMANCE
ECMA-FMT-007,normative,L1,jcsfloat/jcsfloat.go,FormatDouble,38,jcsfloat/jcsfloat_test.go,TestFormatDouble_ECMA_FMT_007,TEST
ECMA-FMT-007,normative,L3,jcsfloat/jcsfloat.go,FormatDouble,38,conformance/harness_test.go,TestConformanceRequirements/ECMA-FMT-007,CONFORMANCE
ECMA-FMT-008,normative,L1,jcsfloat/jcsfloat.go,FormatDouble,38,jcsfloat/jcsfloat_test.go,TestFormatDouble_ECMA_FMT_008,TEST
ECMA-FMT-008,normative,L3,jcsfloat/jcsfloat.go,FormatDouble,38,conformance/harness_test.go,TestConformanceRequirements/ECMA-FMT-008,CONFORMANCE
ECMA-FMT-009,normative,L1,jcsfloat/jcsfloat.go,FormatDouble,38,jcsfloat/jcsfloat_test.go,TestFormatDouble_ECMA_FMT_009,TEST
ECMA-FMT-009,normative,L3,jcsfloat/jcsfloat.go,FormatDouble,38,conformance/harness_test.go,TestConformanceRequirements/ECMA-FMT-009,CONFORMANCE
ECMA-FMT-010,normative,L1,jcsfloat/jcsfloat.go,FormatDouble,38,jcsfloat/jcsfloat_test.go,TestFormatDouble_ECMA_FMT_010,TEST
ECMA-FMT-010,normative,L3,jcsfloat/jcsfloat.go,FormatDouble,38,conformance/harness_test.go,TestConformanceRequirements/ECMA-FMT-010,CONFORMANCE
ECMA-FMT-011,normative,L1,jcsfloat/jcsfloat.go,generateDigits,165,jcsfloat/jcsfloat_test.go,TestFormatDouble_ECMA_FMT_011,TEST
ECMA-FMT-011,normative,L3,jcsfloat/jcsfloat.go,generateDigits,165,conformance/harness_test.go,TestConformanceRequirements/ECMA-FMT-011,CONFORMANCE
ECMA-FMT-012,normative,L1,jcsfloat/jcsfloat.go,appendExponential,128,jcsfloat/jcsfloat_test.go,TestFormatDouble_ECMA_FMT_012,TEST
ECMA-FMT-012,normative,L3,jcsfloat/jcsfloat.go,appendExponential,128,conformance/harness_test.go,TestConformanceRequirements/ECMA-FMT-012,CONFORMANCE
ECMA-VEC-001,policy,L1,jcsfloat/jcsfloat.go,FormatDouble,38,jcsfloat/jcsfloat_test.go,TestGoldenOracle,TEST
ECMA-VEC-001,policy,L3,jcsfloat/jcsfloat.go,FormatDouble,38,conformance/harness_test.go,TestConformanceRequirements/ECMA-VEC-001,CONFORMANCE
ECMA-VEC-002,policy,L1,jcsfloat/jcsfloat.go,FormatDouble,38,jcsfloat/jcsfloat_test.go,TestStressOracle,TEST
ECMA-VEC-002,policy,L3,jcsfloat/jcsfloat.go,FormatDouble,38,conformance/harness_test.go,TestConformanceRequirements/ECMA-VEC-002,CONFORMANCE
ECMA-VEC-003,policy,L1,jcsfloat/jcsfloat.go,FormatDouble,38,jcsfloat/jcsfloat_test.go,TestBoundaryConstants,TEST
ECMA-VEC-003,policy,L3,jcsfloat/jcsfloat.go,FormatDouble,38,conformance/harness_test.go,TestConformanceRequirements/ECMA-VEC-003,CONFORMANCE
OFFICIAL-VEC-001,policy,L1,conformance/official_suites_test.go,checkOfficialCyberphoneVectors,60,conformance/official_suites_test.go,TestOfficialCyberphoneCanonicalPairs,TEST
OFFICIAL-VEC-001,policy,L3,conformance/official_suites_test.go,checkOfficialCyberphoneVectors,60,conformance/harness_test.go,TestConformanceRequirements/OFFICIAL-VEC-001,CONFORMANCE
OFFICIAL-VEC-002,policy,L1,conformance/official_suites_test.go,checkOfficialRFC8785Vectors,65,conformance/official_suites_test.go,TestOfficialRFC8785Vectors,TEST
OFFICIAL-VEC-002,policy,L3,conformance/official_suites_test.go,checkOfficialRFC8785Vectors,65,conformance/harness_test.go,TestConformanceRequirements/OFFICIAL-VEC-002,CONFORMANCE
OFFICIAL-VEC-003,policy,L1,conformance/official_suites_test.go,checkOfficialES6Corpus10K,70,conformance/official_suites_test.go,TestOfficialES6CorpusChecksums10K,TEST
OFFICIAL-VEC-003,policy,L3,conformance/official_suites_test.go,checkOfficialES6Corpus10K,70,conformance/harness_test.go,TestConformanceRequirements/OFFICIAL-VEC-003,CONFORMANCE
OFFICIAL-VEC-004,policy,L1,conformance/official_suites_test.go,checkOfficialES6100MReleaseGatePolicy,75,conformance/official_suites_test.go,TestOfficialES6100MReleaseGatePolicy,TEST
OFFICIAL-VEC-004,policy,L3,conformance/official_suites_test.go,checkOfficialES6100MReleaseGatePolicy,75,conformance/harness_test.go,TestConformanceRequirements/OFFICIAL-VEC-004,CONFORMANCE
CONF-VEC-001,policy,L1,conformance/harness_test.go,validateVectorRequiredFields,2063,conformance/vector_contract_test.go,TestVectorIntentRequired_CONF_VEC_001,TEST
CONF-VEC-001,policy,L3,conformance/harness_test.go,checkConformanceVectorIntentRequired,2220,conformance/harness_test.go,TestConformanceRequirements/CONF-VEC-001,CONFORMANCE
CONF-VEC-002,policy,L1,conformance/harness_test.go,validateVectorIntentEnum,2083,conformance/vector_contract_test.go,TestVectorIntentEnum_CONF_VEC_002,TEST
CONF-VEC-002,policy,L3,conformance/harness_test.go,checkConformanceVectorIntentEnum,2229,conformance/harness_test.go,TestConformanceRequirements/CONF-VEC-002,CONFORMANCE
CONF-VEC-003,policy,L1,conformance/harness_test.go,validateVectorIntentContract,2092,conformance/vector_contract_test.go,TestVectorPositiveContract_CONF_VEC_003,TEST
CONF-VEC-003,policy,L3,conformance/harness_test.go,checkConformanceVectorPositiveSemantics,2241,conformance/harness_test.go,TestConformanceRequirements/CONF-VEC-003,CONFORMANCE
CONF-VEC-004,policy,L1,conformance/harness_test.go,validateVectorIntentContract,2092,conformance/vector_contract_test.go,TestVectorNegativeContract_CONF_VEC_004,TEST
CONF-VEC-004,policy,L3,conformance/harness_test.go,checkConformanceVectorNegativeSemantics,2253,conformance/harness_test.go,TestConformanceRequirements/CONF-VEC-004,CONFORMANCE
CONF-VEC-005,policy,L1,conformance/harness_test.go,validateVectorIntentContract,2092,conformance/vector_contract_test.go,TestVectorAdversarialContract_CONF_VEC_005,TEST
CONF-VEC-005,policy,L3,conformance/harness_test.go,checkConformanceVectorAdversarialSemantics,2265,conformance/harness_test.go,TestConformanceRequirements/CONF-VEC-005,CONFORMANCE
CONF-VEC-006,policy,L1,conformance/harness_test.go,missingVectorIntentCoverage,2189,conformance/vector_contract_test.go,TestVectorPositiveCoverage_CONF_VEC_006,TEST
CONF-VEC-006,policy,L3,conformance/harness_test.go,checkConformanceVectorPositiveCoverage,2277,conformance/harness_test.go,TestConformanceRequirements/CONF-VEC-006,CONFORMANCE
CONF-VEC-007,policy,L1,conformance/harness_test.go,missingVectorIntentCoverage,2189,conformance/vector_contract_test.go,TestVectorNegativeCoverage_CONF_VEC_007,TEST
CONF-VEC-007,policy,L3,conformance/harness_test.go,checkConformanceVectorNegativeCoverage,2285,conformance/harness_test.go,TestConformanceRequirements/CONF-VEC-007,CONFORMANCE
CONF-VEC-008,policy,L1,conformance/harness_test.go,missingVectorIntentCoverage,2189,conformance/vector_contract_test.go,TestVectorAdversarialCoverage_CONF_VEC_008,TEST
CONF-VEC-008,policy,L3,conformance/harness_test.go,checkConformanceVectorAdversarialCoverage,2293,conformance/harness_test.go,TestConformanceRequirements/CONF-VEC-008,CONFORMANCE
GEN-GRAM-001,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_GEN_GRAM_001,TEST
GEN-GRAM-001,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/GEN-GRAM-001,CONFORMANCE
IJSON-DUP-001,normative,L1,jcs/serialize.go,validateValueTree,347,jcs/serialize_test.go,TestSerializeRejectsDuplicateKeysInValueTree,TEST
IJSON-DUP-001,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_IJSON_DUP_001,TEST
IJSON-DUP-001,normative,L1,jcstoken/token.go,parseObject,292,jcstoken/token_test.go,TestParseAllowsDuplicateKeysInDifferentScopes,TEST
IJSON-DUP-001,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/IJSON-DUP-001,CONFORMANCE
IJSON-DUP-002,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_IJSON_DUP_002,TEST
IJSON-DUP-002,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/IJSON-DUP-002,CONFORMANCE
IJSON-NONC-001,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_IJSON_NONC_001,TEST
IJSON-NONC-001,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/IJSON-NONC-001,CONFORMANCE
IJSON-SUR-001,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_IJSON_SUR_001,TEST
IJSON-SUR-001,normative,L1,jcstoken/token.go,parseUnicodeEscape,532,jcstoken/token_test.go,TestParse_IJSON_SUR_OffsetsSecondEscape,TEST
IJSON-SUR-001,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/IJSON-SUR-001,CONFORMANCE
IJSON-SUR-002,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_IJSON_SUR_002,TEST
IJSON-SUR-002,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/IJSON-SUR-002,CONFORMANCE
IJSON-SUR-003,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_IJSON_SUR_003,TEST
IJSON-SUR-003,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/IJSON-SUR-003,CONFORMANCE
PARSE-GRAM-001,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PARSE_GRAM_001,TEST
PARSE-GRAM-001,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PARSE-GRAM-001,CONFORMANCE
PARSE-GRAM-002,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PARSE_GRAM_002,TEST
PARSE-GRAM-002,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PARSE-GRAM-002,CONFORMANCE
PARSE-GRAM-003,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PARSE_GRAM_003,TEST
PARSE-GRAM-003,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PARSE-GRAM-003,CONFORMANCE
PARSE-GRAM-004,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PARSE_GRAM_004,TEST
PARSE-GRAM-004,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PARSE-GRAM-004,CONFORMANCE
PARSE-GRAM-005,normative,L1,jcstoken/token.go,parseValue,262,jcs/serialize_test.go,TestSerializeNonObjectTopLevel,TEST
PARSE-GRAM-005,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PARSE_GRAM_005,TEST
PARSE-GRAM-005,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PARSE-GRAM-005,CONFORMANCE
PARSE-GRAM-006,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PARSE_GRAM_006,TEST
PARSE-GRAM-006,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PARSE-GRAM-006,CONFORMANCE
PARSE-GRAM-007,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PARSE_GRAM_007,TEST
PARSE-GRAM-007,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PARSE-GRAM-007,CONFORMANCE
PARSE-GRAM-008,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PARSE_GRAM_008,TEST
PARSE-GRAM-008,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PARSE-GRAM-008,CONFORMANCE
PARSE-GRAM-009,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PARSE_GRAM_009,TEST
PARSE-GRAM-009,normative,L1,jcstoken/token.go,tokenRepresentsZero,797,jcstoken/token_test.go,TestParseAllowsZeroTokenVariants,TEST
PARSE-GRAM-009,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PARSE-GRAM-009,CONFORMANCE
PARSE-GRAM-010,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PARSE_GRAM_010,TEST
PARSE-GRAM-010,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PARSE-GRAM-010,CONFORMANCE
PARSE-UTF8-001,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PARSE_UTF8_001,TEST
PARSE-UTF8-001,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PARSE-UTF8-001,CONFORMANCE
PARSE-UTF8-002,normative,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PARSE_UTF8_002,TEST
PARSE-UTF8-002,normative,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PARSE-UTF8-002,CONFORMANCE
PROF-NEGZ-001,policy,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PROF_NEGZ_001,TEST
PROF-NEGZ-001,policy,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PROF-NEGZ-001,CONFORMANCE
PROF-OFLOW-001,policy,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PROF_OFLOW_001,TEST
PROF-OFLOW-001,policy,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PROF-OFLOW-001,CONFORMANCE
PROF-UFLOW-001,policy,L1,jcstoken/token.go,ParseWithOptions,150,jcstoken/token_test.go,TestParse_PROF_UFLOW_001,TEST
PROF-UFLOW-001,policy,L3,jcstoken/token.go,ParseWithOptions,150,conformance/harness_test.go,TestConformanceRequirements/PROF-UFLOW-001,CONFORMANCE
VERIFY-ORDER-001,normative,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/VERIFY-ORDER-001,CONFORMANCE
VERIFY-ORDER-001,normative,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunVerifyNotCanonicalIncludesClass,TEST
VERIFY-WS-001,normative,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/VERIFY-WS-001,CONFORMANCE
CLI-CMD-001,policy,L3,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/blackbox_cli_test.go,TestBlackboxCanonicalizeVector,TEST
VERIFY-WS-001,normative,L3,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/blackbox_cli_test.go,TestBlackboxVerifyRejectsNonCanonicalVector,TEST
CLI-EXIT-003,policy,L1,cmd/jcs-canon/main.go,writeClassifiedError,207,cmd/jcs-canon/main_test.go,TestWriteClassifiedErrorWrapped,TEST
CLI-EXIT-004,policy,L1,cmd/jcs-canon/main.go,writeClassifiedError,207,cmd/jcs-canon/main_test.go,TestWriteClassifiedErrorFallback,TEST
CLI-EXIT-003,policy,L1,cmd/jcs-canon/main.go,readInput,218,cmd/jcs-canon/main_test.go,TestReadInputOversizeClassBoundExceededForStdinAndFile,TEST
CLI-EXIT-003,policy,L1,cmd/jcs-canon/main.go,readInput,218,cmd/jcs-canon/main_test.go,TestReadInputDirectoryPathReturnsCLIUsage,TEST
CLI-EXIT-003,policy,L1,cmd/jcs-canon/main.go,readInput,218,cmd/jcs-canon/main_test.go,TestReadInputMissingFileReturnsCLIUsage,TEST
CLI-FLAG-003,policy,L3,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/blackbox_cli_test.go,TestBlackboxTopLevelHelpExitZero,TEST
CLI-FLAG-004,policy,L3,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/blackbox_cli_test.go,TestBlackboxTopLevelVersionExitZero,TEST
API-CANON-001,policy,L1,jcs/serialize.go,Canonicalize,25,jcs/serialize_test.go,TestCanonicalize_API_CANON_001,TEST
API-CANON-001,policy,L3,jcs/serialize.go,Canonicalize,25,conformance/harness_test.go,TestConformanceRequirements/API-CANON-001,CONFORMANCE
API-CANON-002,policy,L1,jcs/serialize.go,CanonicalizeWithOptions,37,jcs/serialize_test.go,TestCanonicalizeWithOptions_API_CANON_002,TEST
API-CANON-002,policy,L3,jcs/serialize.go,CanonicalizeWithOptions,37,conformance/harness_test.go,TestConformanceRequirements/API-CANON-002,CONFORMANCE
